CarID,Brand,Model,Price,Year,Miles,Gear,Fuel,Color,InteriorColor,Drive,Power,Weight,NumberofSeats,Body,NumberofDoors,TaxClass,NextEUInspectionDate,CylinderVolume,Sold
296515351,BMW,5-serie,699000,2020,77700,Automat,Diesel,Black,Sort skinn,Firehjulsdrift,265,1810,5,Stasjonsvogn,5,Personbil,18.09.2023,3,False
293838136,BMW,5-serie,489000,2019,67394,Automat,Diesel,Black,Dakota Black,Firehjulsdrift,190,1750,5,Stasjonsvogn,5,Personbil,21.12.2023,2,False
294858289,BMW,3-serie,249900,2015,120500,Automat,Diesel,Sølv,Svart skinn,Firehjulsdrift,184,1650,5,Kombi 5-dørs,5,Personbil,30.03.2025,2,False
297958661,BMW,5-serie,111777,2008,229600,Automat,Diesel,Black,Sort skinn,Bakhjulsdrift,197,1690,5,Stasjonsvogn,6,Personbil,31.08.2024,3,False
295072709,BMW,5-serie,389000,2018,121438,Automat,Diesel,Black,Cloth Rhombicle Alcantara,Firehjulsdrift,190,1750,5,Stasjonsvogn,5,Personbil,18.11.2024,2,False
290677308,BMW,3-serie,71777,2008,296000,Automat,Diesel,White,Sort skinn,Bakhjulsdrift,177,1445,4,Coupe,9,Personbil,05.10.2023,2,False
296735031,BMW,5-serie,299900,2013,155499,Automat,Diesel,Grå,Sort skinn,Firehjulsdrift,258,1920,5,Stasjonsvogn,5,Personbil,02.09.2023,3,False
295072745,BMW,5-serie,479000,2020,52799,Automat,El + Bensin,Black,Leather Dakota/black/Exclusive seam,Firehjulsdrift,252,1860,5,Sedan,4,Personbil,13.01.2024,2,False
290616976,BMW,5-serie,799000,2021,1500,Automat,El + Bensin,Grå,Cognac Dakotaskinn,Firehjulsdrift,394,1945,5,Sedan,4,Personbil,02.12.2024,3,False
294878248,BMW,3-serie,59729,2009,198000,Manuell,Bensin,Sølv,"Sort, Grå alcantara",Bakhjulsdrift,122,1425,5,Sedan,4,Personbil,27.02.2024,1,False
295207587,BMW,3-serie,619000,2022,9800,Automat,El + Bensin,Blå,Sort Alcantara,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,20.07.2026,2,False
295675812,BMW,5-serie,66777,2007,204000,Automat,Diesel,Black,Svart,Bakhjulsdrift,163,1595,5,Sedan,4,Personbil,07.03.2025,2,False
293341425,BMW,3-serie,499000,2021,50960,Automat,El + Bensin,Black,Alcantara sensatec black / blue,Firehjulsdrift,292,1820,5,Sedan,4,Personbil,28.06.2025,2,False
296813578,BMW,5-serie,69900,2006,206600,Automat,Bensin,Blå,Beige skinn,Firehjulsdrift,218,1775,5,Stasjonsvogn,4,Personbil,31.03.2025,2,False
297626571,BMW,5-serie,70777,2008,202500,Automat,Diesel,Black,Sort skinn,Bakhjulsdrift,177,1620,5,Stasjonsvogn,2,Personbil,31.05.2024,2,False
294846371,BMW,5-serie,91777,2008,233000,Automat,Diesel,Black,Sort skinn,Firehjulsdrift,197,1780,5,Stasjonsvogn,3,Personbil,14.01.2024,3,False
297511984,BMW,5-serie,158500,2012,148000,Automat,Diesel,Sølv,Lys skinn,Bakhjulsdrift,163,1715,5,Stasjonsvogn,5,Personbil,28.02.2024,2,False
296997992,BMW,7-serie,549000,2017,102597,Automat,Diesel,Grå,Sort,Firehjulsdrift,265,1825,5,Sedan,4,Personbil,10.01.2025,3,False
295182061,BMW,3-serie,418900,2020,45100,Automat,El + Bensin,Blå,Alcantara,Bakhjulsdrift,292,1770,5,Sedan,4,Personbil,07.11.2023,2,False
290719278,BMW,5-serie,86777,2007,227000,Automat,Diesel,Black,Brun,Firehjulsdrift,197,1780,5,Stasjonsvogn,5,Personbil,30.09.2023,3,False
283305153,BMW,3-serie,254034,2016,144000,Automat,El + Bensin,Black,Hvit,Bakhjulsdrift,252,1660,5,Sedan,5,Personbil,29.09.2024,2,False
294195543,BMW,6-serie,549900,2014,118475,Automat,Bensin,Black,Sort skinn,Firehjulsdrift,449,1940,5,Coupe,4,Personbil,31.01.2025,4,False
295310780,BMW,3-serie,729000,2023,9000,Automat,El + Bensin,Grå,Sort vernascaskinn,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,23.09.2026,2,False
276654377,BMW,3-serie,181729,2010,196000,Automat,Diesel,Grå,Sort skinn,Bakhjulsdrift,204,1615,5,Sedan,4,Personbil,09.03.2024,3,False
296087879,BMW,5-serie,1099000,2022,17500,Automat,Diesel,Blå,Ivory hvit,Firehjulsdrift,286,2092,5,Stasjonsvogn,5,Personbil,10.08.2026,3,False
292587132,BMW,5-serie,499000,2020,56000,Automat,El + Bensin,Grå,Sort Dakotaskinn,Firehjulsdrift,292,1860,5,Sedan,4,Personbil,26.02.2024,2,False
296154023,BMW,3-serie,555555,2021,46500,Automat,El + Bensin,Blå,BMW Individual skinn 'Merino' med utvidet omfang Ivory White/Black,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,07.12.2024,2,False
256095087,BMW,5-serie,247034,2014,155391,Automat,Diesel,Black,Sort Dakota helskinn,Firehjulsdrift,184,1730,5,Sedan,4,Personbil,30.01.2024,2,False
297994501,BMW,3-serie,519000,2022,26790,Automat,El + Bensin,Grå,Svart,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,28.12.2025,2,False
294991322,BMW,3-serie,260000,2016,90920,Automat,El + Bensin,White,Sort Alcantara,Bakhjulsdrift,252,1660,5,Sedan,4,Personbil,02.10.2024,2,False
297493036,BMW,4-serie,389900,2015,110000,Automat,Diesel,Black,Beige skinn,Bakhjulsdrift,163,1715,4,Cabriolet,2,Personbil,21.09.2024,2,False
296661323,BMW,3-serie,189000,2014,83900,Manuell,Diesel,Grå,M-sport interiør,Bakhjulsdrift,116,1475,5,Stasjonsvogn,5,Personbil,30.09.2024,2,True
278047974,BMW,3-serie,439000,2020,56200,Automat,Diesel,Grå,Stoff Sensatec./ Schwarz (KFSW,Firehjulsdrift,190,1660,5,Stasjonsvogn,5,Personbil,25.03.2024,2,False
294877378,BMW,5-serie,179147,2012,197000,Automat,Diesel,Black,Svart skinn,Firehjulsdrift,218,1820,5,Stasjonsvogn,5,Personbil,16.12.2024,2,False
272290962,BMW,7-serie,241729,2011,144000,Automat,Diesel,Black,Lyst skinn / se foto,Firehjulsdrift,306,1950,5,Sedan,4,Personbil,31.10.2024,3,False
292127002,BMW,5-serie,247146,2014,160000,Automat,Diesel,Black,Beige skinnseter,Firehjulsdrift,163,1730,5,Sedan,4,Personbil,01.07.2024,2,False
297595996,BMW,3-serie,119147,2012,202000,Manuell,Diesel,Sølv,Svart skinn,Bakhjulsdrift,163,1495,5,Sedan,4,Personbil,21.02.2024,2,False
293607073,BMW,3-serie,549000,2021,43712,Automat,El + Bensin,White,Alcantara/Sensatec combination Black/contrast stitching Blue,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,26.04.2025,2,False
293095184,BMW,3-serie,539000,2022,14500,Automat,El + Bensin,Grå,Sort Alcantara/Sensatec,Firehjulsdrift,292,1890,5,Stasjonsvogn,5,Personbil,01.11.2025,2,False
291059982,BMW,6-serie,619000,2018,103000,Automat,Diesel,Grå,LED.DAK./ELFEN.WE.EX./KEDER IN KONT,Firehjulsdrift,265,1880,5,Kombi 5-dørs,5,Personbil,06.04.2024,3,False
